"adr_inter","adresse","adrzus_int","behindertenparkplatz","bemerkung","ccmail","da","datum","datum_cms","dep","editor","erforderlichedokumente","fax","hausnummer","hindernisfreiheit","infrastruktur","isbetriebsferien_gebaeude","isbetriebsferien_schalter","kategorie","mail","name","namenzus","objectid","oeffnungszeiten_gebaeude_di","oeffnungszeiten_gebaeude_do","oeffnungszeiten_gebaeude_fr","oeffnungszeiten_gebaeude_mi","oeffnungszeiten_gebaeude_mo","oeffnungszeiten_gebaeude_sa","oeffnungszeiten_gebaeude_so","oeffnungszeiten_schalter_di","oeffnungszeiten_schalter_do","oeffnungszeiten_schalter_fr","oeffnungszeiten_schalter_mi","oeffnungszeiten_schalter_mo","oeffnungszeiten_schalter_sa","oeffnungszeiten_schalter_so","ort","plz","poi_id","postadresse","publish_internet","strasse","suchen","tel","tel2","www","zahlungsmittel_internet","zahlungsmittel_schalter","zahlungsmittel_telefon","zvv_label","zvv_link","metall","glas","oel","textilien","standort_id","behindertengerecht","geometry"
"","Mühlebachstrasse 200","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Mühlebachstrasse 200","","5012","","","","","","","","","","","","","","","Zürich","8008","sa42894","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","","X","42894","","POINT Z (2684743 1245482.9 0)"
"","Seefeldstrasse 152","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Seefeldstrasse 152","","5013","","","","","","","","","","","","","","","Zürich","8008","sa43033","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","X","X","43033","X","POINT Z (2684369 1245694.9 0)"
"","Mühlebachstrasse 35","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Mühlebachstrasse 35","","5014","","","","","","","","","","","","","","","Zürich","8008","sa45746","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","X","X","45746","","POINT Z (2684012.5 1246564.9 0)"
"","Höschgasse 4","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Höschgasse 4","","5015","","","","","","","","","","","","","","","Zürich","8008","sa46854","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","","X","","","46854","","POINT Z (2683950.5 1245605.6 0)"
"","Rousseaustrasse 101","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Rousseaustrasse vis-à-vis 101","","5093","","","","","","","","","","","","","","","Zürich","8037","sa42998","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","X","X","42998","","POINT Z (2682400 1249707.9 0)"
"","Rebbergstrasse 19","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Rebbergstrasse vis-à-vis 19","","5094","","","","","","","","","","","","","","","Zürich","8037","sa43003","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","","X","43003","","POINT Z (2681339 1250265.9 0)"
"","Rosengartenstrasse 10","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Rosengartenstrasse 10","","5095","","","","","","","","","","","","","","","Zürich","8037","sa43002","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","","X","43002","","POINT Z (2682041 1249826.9 0)"
"","Hönggerstrasse 41","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Hönggerstrasse vis-à-vis 41","","5096","","","","","","","","","","","","","","","Zürich","8037","sa42999","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","","X","42999","X","POINT Z (2682057 1249545.9 0)"
"","Idaplatz 4","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Idaplatz 4","","5097","","","","","","","","","","","","","","","Zürich","8003","sa42831","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","","X","42831","X","POINT Z (2681243 1247607.9 0)"
"","Zürichbergstrasse 80","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Zürichbergstrasse vis-à-vis 80","","5098","","","","","","","","","","","","","","","Zürich","8044","sa42962","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","X","X","42962","","POINT Z (2684696 1247918.9 0)"
"","Schlossgasse 22","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Schlossgasse vis-à-vis 22","","5099","","","","","","","","","","","","","","","Zürich","8003","sa42820","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","","","42820","","POINT Z (2681622 1246975.9 0)"
"","Lehenstrasse 65","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Lehenstrasse 65","","5100","","","","","","","","","","","","","","","Zürich","8037","sa43004","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","","X","43004","","POINT Z (2681723 1250074.9 0)"
"","Zentralstrasse 76","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Zentralstrasse vis-à-vis 76","","5101","","","","","","","","","","","","","","","Zürich","8003","sa42830","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","X","X","42830","","POINT Z (2681486.5 1247499.1 0)"
"","Wasserwerkstrasse 109","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Wasserwerkstrasse 109","","5102","","","","","","","","","","","","","","","Zürich","8037","sa59225","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","X","X","59225","","POINT Z (2682537.5 1249156.1 0)"
"","Fronwaldstrasse 94","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Fronwaldstrasse vis à vis 94","","5103","","","","","","","","","","","","","","","Zürich","8046","sa67606","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","","X","67606","","POINT Z (2681076.2 1252799.1 0)"
"","Wehntalerstrasse 597","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Wehntalerstrasse 597","","5104","","","","","","","","","","","","","","","Zürich","8046","sa43009","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","","X","43009","","POINT Z (2680163 1252810.9 0)"
"","Georg-Kempf-Strasse 53","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Georg-Kempf-Strasse 53","","5105","","","","","","","","","","","","","","","Zürich","8046","sa43008","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","","X","43008","","POINT Z (2680008 1252785.9 0)"
"","Lerchenhalde 53","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Lerchenhalde vis à vis 53","","5106","","","","","","","","","","","","","","","Zürich","8046","sa65116","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","","X","65116","X","POINT Z (2680811 1252101.2 0)"
"","Grütlistrasse 4","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Grütlstrasse 4","","5184","","","","","","","","","","","","","","","Zürich","8002","sa42816","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","","X","42816","","POINT Z (2682459 1246511.9 0)"
"","Mühlackerstrasse 122","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Mühlackerstrasse 122","","5185","","","","","","","","","","","","","","","Zürich","8046","sa43904","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","","X","X","X","43904","","POINT Z (2679797 1253342.9 0)"
"","Fritschistrasse 11","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Fritschistrasse vis-à-vis 11","","5186","","","","","","","","","","","","","","","Zürich","8003","sa42832","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","","X","42832","","POINT Z (2681115 1247792.9 0)"
"","Letzigraben 26","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Letzigraben 26","","5187","","","","","","","","","","","","","","","Zürich","8003","sa62133","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","","X","62133","X","POINT Z (2680290.8 1248256.8 0)"
"","Klopstockstrasse 23","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Klopstockstrasse 23","","5188","","","","","","","","","","","","","","","Zürich","8002","sa42812","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","X","X","42812","","POINT Z (2682105 1246214.9 0)"
"","Glaubtenstrasse 98","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Glaubtenstrasse 98","","5189","","","","","","","","","","","","","","","Zürich","8046","sa43006","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","","X","43006","","POINT Z (2681077 1251780.9 0)"
"","Bertastrasse 59","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Bertastrasse vis à -vis 59","","5190","","","","","","","","","","","","","","","Zürich","8003","sa42834","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","","","42834","X","POINT Z (2681051 1247455.9 0)"
"","Wolfswinkel 41","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Wolfswinkel vis à vis 41","","5191","","","","","","","","","","","","","","","Zürich","8046","sa65903","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","","","65903","X","POINT Z (2680867.5 1253269.5 0)"
"","Am Schanzengraben 25","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Am Schanzengraben 25","","5192","","","","","","","","","","","","","","","Zürich","8002","sa61197","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","","X","61197","","POINT Z (2682812 1247029.4 0)"
"","Milchbuckstrasse 2","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Milchbuckstrasse 2","","5193","","","","","","","","","","","","","","","Zürich","8057","sa42924","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","","X","42924","","POINT Z (2683165 1249970.9 0)"
"","Anna-Heer-Strasse 14","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Anna-Heer-Strasse vis-à-vis 14","","5194","","","","","","","","","","","","","","","Zürich","8057","sa42926","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","","X","42926","","POINT Z (2683226 1250465.9 0)"
"","Hoffeld 46","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Hoffeld vis-à-vis 46","","5195","","","","","","","","","","","","","","","Zürich","8057","sa42929","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","X","X","42929","X","POINT Z (2682793 1251267.9 0)"
"","Gessnerallee 36","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Gessnerallee vis-à-vis 36","","5196","","","","","","","","","","","","","","","Zürich","8001","sa42621","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","","X","42621","","POINT Z (2682941 1247905.9 0)"
"","Ringstrasse 72","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Ringstrasse 72","","5197","","","","","","","","","","","","","","","Zürich","8057","sa42928","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","","X","42928","","POINT Z (2683138 1251044.9 0)"
"","Letzistrasse 50","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Letzistrasse vis-à-vis 50","","5276","","","","","","","","","","","","","","","Zürich","8057","sa42932","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","","X","42932","","POINT Z (2683903 1249678.9 0)"
"","Bahnhofquai 5","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Bahnhofquai vis-à-vis 5","","5277","","","","","","","","","","","","","","","Zürich","8001","sa41373","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","","X","41373","","POINT Z (2683341.5 1247821.9 0)"
"","Hirschengraben 13","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Hirschengraben 13","","5278","","","","","","","","","","","","","","","Zürich","8001","sa42620","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","","X","42620","","POINT Z (2683716 1247287.9 0)"
"","Utoquai 21","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Utoquai 21","","5279","","","","","","","","","","","","","","","Zürich","8001","sa46853","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","","X","","","46853","","POINT Z (2683599.5 1246636.9 0)"
"","Viktoriastrasse 34","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Viktoriastrasse 34","","5280","","","","","","","","","","","","","","","Zürich","8057","sa43021","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","","X","43021","","POINT Z (2683952 1251016.9 0)"
"","Zeppelinstrasse 43","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Zeppelinstrasse 43","","5281","","","","","","","","","","","","","","","Zürich","8057","sa42925","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","","","42925","","POINT Z (2682907 1250024.9 0)"
"","Im Waidegg 1","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Im Waidegg 1","","5282","","","","","","","","","","","","","","","Zürich","8057","sa43000","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","X","X","43000","","POINT Z (2682567 1250330.9 0)"
"","Mimosenstrasse 1","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Mimosenstrasse vis à vis 1","","5283","","","","","","","","","","","","","","","Zürich","8057","sa43026","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","","X","43026","","POINT Z (2683598 1250789.9 0)"
"","Langmauerstrasse 90","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Langmauerstrasse 90","","5284","","","","","","","","","","","","","","","Zürich","8057","sa42931","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","","X","42931","","POINT Z (2683499 1249789.9 0)"
